 r[σ]         g_ii        
 3.03933e+01  1.00000e+00
 3.04302e+01  1.00000e+00
 3.04671e+01  1.00000e+00
 3.05041e+01  1.00000e+00
 3.05410e+01  1.00000e+00
 3.05779e+01  1.00000e+00
 3.06149e+01  1.00000e+00
 3.06518e+01  1.00000e+00
 3.06887e+01  1.00000e+00
 3.07256e+01  1.00000e+00
 3.07626e+01  1.00000e+00
 3.07995e+01  1.00000e+00
 3.08364e+01  1.00000e+00
 3.08734e+01  1.00000e+00
 3.09103e+01  1.00000e+00
 3.09472e+01  1.00000e+00
 3.09842e+01  1.00000e+00
 3.10211e+01  1.00000e+00
 3.10580e+01  1.00000e+00
 3.10949e+01  1.00000e+00
 3.11319e+01  1.00000e+00
 3.11688e+01  1.00000e+00
 3.12057e+01  1.00000e+00
 3.12427e+01  1.00000e+00
 3.12796e+01  1.00000e+00
 3.13165e+01  1.00000e+00
 3.13535e+01  1.00000e+00
 3.13904e+01  1.00000e+00
 3.14273e+01  1.00000e+00
 3.14642e+01  1.00000e+00
 3.15012e+01  1.00000e+00
 3.15381e+01  1.00000e+00
 3.15750e+01  1.00000e+00
 3.16120e+01  1.00000e+00
 3.16489e+01  1.00000e+00
 3.16858e+01  1.00000e+00
 3.17228e+01  1.00000e+00
 3.17597e+01  1.00000e+00
 3.17966e+01  1.00000e+00
 3.18335e+01  1.00000e+00
 3.18705e+01  1.00000e+00
 3.19074e+01  1.00000e+00
 3.19443e+01  1.00000e+00
 3.19813e+01  1.00000e+00
 3.20182e+01  1.00000e+00
 3.20551e+01  1.00000e+00
 3.20920e+01  1.00000e+00
 3.21290e+01  1.00000e+00
 3.21659e+01  1.00000e+00
 3.22028e+01  1.00000e+00
 3.22398e+01  1.00000e+00
 3.22767e+01  1.00000e+00
 3.23136e+01  1.00000e+00
 3.23506e+01  1.00000e+00
 3.23875e+01  1.00000e+00
 3.24244e+01  1.00000e+00
 3.24613e+01  1.00000e+00
 3.24983e+01  1.00000e+00
 3.25352e+01  1.00000e+00
 3.25721e+01  1.00000e+00
 3.26091e+01  1.00000e+00
 3.26460e+01  1.00000e+00
 3.26829e+01  1.00000e+00
 3.27199e+01  1.00000e+00
 3.27568e+01  1.00000e+00
 3.27937e+01  1.00000e+00
 3.28306e+01  1.00000e+00
 3.28676e+01  1.00000e+00
 3.29045e+01  1.00000e+00
 3.29414e+01  1.00000e+00
 3.29784e+01  1.00000e+00
 3.30153e+01  1.00000e+00
 3.30522e+01  1.00000e+00
 3.30892e+01  1.00000e+00
 3.31261e+01  1.00000e+00
 3.31630e+01  1.00000e+00
 3.31999e+01  1.00000e+00
 3.32369e+01  1.00000e+00
 3.32738e+01  1.00000e+00
 3.33107e+01  1.00000e+00
 3.33477e+01  1.00000e+00
 3.33846e+01  1.00000e+00
 3.34215e+01  1.00000e+00
 3.34585e+01  1.00000e+00
 3.34954e+01  1.00000e+00
 3.35323e+01  1.00000e+00
 3.35692e+01  1.00000e+00
 3.36062e+01  1.00000e+00
 3.36431e+01  1.00000e+00
 3.36800e+01  1.00000e+00
 3.37170e+01  1.00000e+00
 3.37539e+01  1.00000e+00
 3.37908e+01  1.00000e+00
 3.38278e+01  1.00000e+00
 3.38647e+01  1.00000e+00
 3.39016e+01  1.00000e+00
 3.39385e+01  1.00000e+00
 3.39755e+01  1.00000e+00
 3.40124e+01  1.00000e+00
 3.40493e+01  1.00000e+00
 3.40863e+01  1.00000e+00
 3.41232e+01  1.00000e+00
 3.41601e+01  1.00000e+00
 3.41971e+01  1.00000e+00
 3.42340e+01  1.00000e+00
 3.42709e+01  1.00000e+00
 3.43078e+01  1.00000e+00
 3.43448e+01  1.00000e+00
 3.43817e+01  1.00000e+00
 3.44186e+01  1.00000e+00
 3.44556e+01  1.00000e+00
 3.44925e+01  1.00000e+00
 3.45294e+01  1.00000e+00
 3.45664e+01  1.00000e+00
 3.46033e+01  1.00000e+00
 3.46402e+01  1.00000e+00
 3.46771e+01  1.00000e+00
 3.47141e+01  1.00000e+00
 3.47510e+01  1.00000e+00
 3.47879e+01  1.00000e+00
 3.48249e+01  1.00000e+00
 3.48618e+01  1.00000e+00
 3.48987e+01  1.00000e+00
 3.49356e+01  1.00000e+00
 3.49726e+01  1.00000e+00
 3.50095e+01  1.00000e+00
 3.50464e+01  1.00000e+00
 3.50834e+01  1.00000e+00
 3.51203e+01  1.00000e+00
 3.51572e+01  1.00000e+00
 3.51942e+01  1.00000e+00
 3.52311e+01  1.00000e+00
 3.52680e+01  1.00000e+00
 3.53049e+01  1.00000e+00
 3.53419e+01  1.00000e+00
 3.53788e+01  1.00000e+00
 3.54157e+01  1.00000e+00
 3.54527e+01  1.00000e+00
 3.54896e+01  1.00000e+00
 3.55265e+01  1.00000e+00
 3.55635e+01  1.00000e+00
 3.56004e+01  1.00000e+00
 3.56373e+01  1.00000e+00
 3.56742e+01  1.00000e+00
 3.57112e+01  1.00000e+00
 3.57481e+01  1.00000e+00
 3.57850e+01  1.00000e+00
 3.58220e+01  1.00000e+00
 3.58589e+01  1.00000e+00
 3.58958e+01  1.00000e+00
 3.59328e+01  1.00000e+00
 3.59697e+01  1.00000e+00
 3.60066e+01  1.00000e+00
 3.60435e+01  1.00000e+00
 3.60805e+01  1.00000e+00
 3.61174e+01  1.00000e+00
 3.61543e+01  1.00000e+00
 3.61913e+01  1.00000e+00
 3.62282e+01  1.00000e+00
 3.62651e+01  1.00000e+00
 3.63021e+01  1.00000e+00
 3.63390e+01  1.00000e+00
 3.63759e+01  1.00000e+00
 3.64128e+01  1.00000e+00
 3.64498e+01  1.00000e+00
 3.64867e+01  1.00000e+00
 3.65236e+01  1.00000e+00
 3.65606e+01  1.00000e+00
 3.65975e+01  1.00000e+00
 3.66344e+01  1.00000e+00
 3.66714e+01  1.00000e+00
 3.67083e+01  1.00000e+00
 3.67452e+01  1.00000e+00
 3.67821e+01  1.00000e+00
 3.68191e+01  1.00000e+00
 3.68560e+01  1.00000e+00
 3.68929e+01  1.00000e+00
 3.69299e+01  1.00000e+00
